Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline,Record ID,Forecast category,Original Traffic Source,Associated Company,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary),Is Closed Won,Forecast probability,Contract End Date,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
21600,Sym Creation PS - 30 syms/mo for 12 months,,,15,39,3/1/2025 14:35,Other,,,,,,Sales Pipeline,33452127129,Commit,Offline Sources,Associated_1e50a2dc,Deal_90c2529c,,0,36000,,,0.6,Associated_1e50a2dc,FALSE,,2/28/2026,2/17/2025 12:45,,,FALSE,21600,FALSE,,Deal_6432ac98,36000,,36000,,1,,2/13/2025 14:37,,,2/20/2025 13:32,,Negotiation,PS
6912,Renewals,,,78,78,5/2/2025 13:10,Other,,,,,,Sales Pipeline,33428494649,Closed won,Direct Traffic,Associated_d5d73b63,Deal_3cf008ff,,0,8640,,,0.8,Associated_d5d73b63,FALSE,,,2/14/2025 9:16,,,FALSE,6912,FALSE,,Deal_75b3c5f3,8640,,8640,,1,,2/12/2025 13:12,,,2/14/2025 10:12,,Renewals ,Renewal
4500,BPO,,46:22:58,17,67,2/28/2025 16:18,Event,,,,,90:47:23,Sales Pipeline,33352193280,Best case,Offline Sources,Associated_5f406859,Deal_86a875eb,,0,9000,,,0.5,Associated_5f406859,FALSE,,,2/20/2025 14:18,,,FALSE,4500,FALSE,,Deal_72587a37,9000,,9000,,1,,2/11/2025 15:05,,,2/20/2025 15:20,,Contract Sent,New
3000,50-70 agents,,,51,17,3/31/2025 8:36,Event,,,,,,Sales Pipeline,33166281555,Best case,Organic Search,Associated_40e6b3d8,Deal_86a875eb,,0,15000,,,0.2,Associated_40e6b3d8,FALSE,,,2/6/2025 15:00,,,FALSE,3000,FALSE,,Deal_5bf7df16,15000,,15000,,1,,2/7/2025 8:37,,,2/20/2025 14:51,,Opportunity,New
5000,Zenarate Head to head,,279:41:57,60,26,4/4/2025 13:06,Event,,,,,,Sales Pipeline,32916862310,Pipeline,Offline Sources,Associated_a44196b5,Deal_3d3dc242,,0,50000,,,0.1,Associated_a44196b5,FALSE,,,2/18/2025 17:45,,,FALSE,5000,FALSE,,Deal_a44196b5,50000,,50000,,1,,2/2/2025 20:24,,,2/18/2025 17:46,,BANT Deal. Pain ID'ed,New
20000,"33,000 employees - training",,,149,8,6/23/2025 14:19,SymTrain EE name,,,,,,Sales Pipeline,32403166800,Pipeline,Offline Sources,Associated_19d0e31a,Deal_3d3dc242,,0,100000,,,0.2,Associated_19d0e31a,FALSE,,,1/24/2025 13:19,,,FALSE,20000,FALSE,,Deal_392d403c,100000,,100000,,1,,1/24/2025 13:20,,,2/12/2025 5:02,,Opportunity,New
8750,"Additional growth of $8,750 in the renewal",,,0,,1/24/2025 11:38,Other,,,,,,Sales Pipeline,32406302863,Closed won,Offline Sources,Associated_ced7599c,Deal_3cf008ff,,1,8750,,,1,Associated_ced7599c,TRUE,,,1/22/2025 14:07,,,FALSE,8750,TRUE,,Deal_be17815e,8750,,8750,,0,,1/24/2025 11:38,,,1/24/2025 11:38,,Closed Won,Growth
56000,Renewal,,,342,34,1/1/2026 16:49,Other,,,,,,Sales Pipeline,32387026986,Not forecasted,Direct Traffic,Associated_ced7599c,Deal_3cf008ff,,0,70000,,,0.8,Associated_ced7599c,FALSE,,,2/14/2025 9:57,,,FALSE,56000,FALSE,,Deal_f3dec22f,70000,,70000,,1,,1/23/2025 16:51,,,2/17/2025 5:01,,Renewals ,Renewal
61250,Renewal completed,,,0,,1/23/2025 16:48,Other,,,,,,Sales Pipeline,32387026438,Closed won,Direct Traffic,Associated_ced7599c,Deal_3cf008ff,,1,61250,,,1,Associated_ced7599c,TRUE,,,1/22/2025 14:07,,,FALSE,61250,TRUE,,Deal_593e723a,61250,,61250,,0,,1/23/2025 16:47,,,2/19/2025 13:47,,Closed Won,Renewal
9600,Renewal,,,363,45,1/21/2026 14:18,Other,,,,,,Sales Pipeline,32325340702,Not forecasted,Offline Sources,Associated_67d87cec,Deal_3cf008ff,,0,12000,,,0.8,Associated_67d87cec,FALSE,,,2/14/2025 9:53,,,FALSE,9600,FALSE,,Deal_7e468196,12000,,12000,,1,,1/22/2025 14:20,,,2/14/2025 10:55,,Renewals ,Renewal
6000,training for 80-100 contact center support folks,,,149,7,6/21/2025 12:57,Social Media,,,,,,Sales Pipeline,32323660311,Pipeline,Other Campaigns,Associated_962a5b50,Deal_3d3dc242,,0,30000,,,0.2,Associated_962a5b50,FALSE,,,2/12/2025 22:14,,,FALSE,6000,FALSE,,Deal_094e672a,30000,,30000,,1,,1/22/2025 11:58,,,2/12/2025 22:14,,Opportunity,New
900,Referral,,0:00:22,36,63,2/28/2025 10:27,Customer Referral - Other,,,,,,Sales Pipeline,32323647596,Commit,Offline Sources,Associated_18dbc2c2,Deal_86a875eb,,0,1500,,,0.6,Associated_18dbc2c2,FALSE,,,2/3/2025 15:30,,,FALSE,900,FALSE,,Deal_26f5f245,1500,,1500,,1,,1/22/2025 10:56,530:17:23,,2/13/2025 14:15,,Negotiation,New
2500,customer care center,,,149,4,6/16/2025 9:33,SymTrain EE name,,,,,,Sales Pipeline,32144763302,Pipeline,Offline Sources,Associated_251cfa24,Deal_3d3dc242,,0,50000,,,0.05,Associated_251cfa24,FALSE,,,1/20/2025 19:47,,,FALSE,2500,FALSE,,Deal_7834762c,50000,,50000,,1,,1/17/2025 8:34,,,2/5/2025 13:33,,Partner Referrals ,New
9000,BPO Partner,,672:37:03,31,,2/17/2025 11:22,Referral Partner,,,1:21:21,,90:52:46,Sales Pipeline,32118663507,Closed won,Offline Sources,Associated_20e01e1c,Deal_86a875eb,,1,9000,,,1,Associated_20e01e1c,TRUE,,,2/14/2025 11:00,,,FALSE,9000,TRUE,,Deal_30f9f8c9,9000,,9000,,0,,1/16/2025 11:25,3:06:08,,2/17/2025 11:22,,Closed Won,New
3240,Growth opp of 30 user licenses,,,32,,2/18/2025 8:18,Other,,,,,,Sales Pipeline,32114225970,Closed won,Organic Search,Associated_bcd8dc22,Deal_3cf008ff,,1,3240,,,1,Associated_bcd8dc22,TRUE,,,2/4/2025 12:00,,,FALSE,3240,TRUE,,Deal_7672e374,3240,,3240,,0,,1/16/2025 10:48,789:29:49,,2/18/2025 8:18,,Closed Won,Growth
6600,RFI and then RFP,,675:33:56,149,13,6/15/2025 9:50,Search,,,,,,Sales Pipeline,32114215222,Pipeline,Organic Search,Associated_57aad22b,Deal_86a875eb,,0,66000,,,0.1,Associated_57aad22b,FALSE,,,1/21/2025 13:10,,,FALSE,6600,FALSE,,Deal_ca635151,66000,,66000,,1,,1/16/2025 9:52,,,2/13/2025 14:27,,BANT Deal. Pain ID'ed,New
3300,Additional 11 licenses,,,7,,1/22/2025 9:07,Other,,,0:00:13,,,Sales Pipeline,31999369068,Closed won,Offline Sources,Associated_50618d32,Deal_3cf008ff,,1,3300,,,1,Associated_50618d32,TRUE,,,1/13/2025 10:15,,,FALSE,3300,TRUE,,Deal_11aa567c,3300,,3300,,0,,1/14/2025 10:57,190:09:23,,2/13/2025 14:21,,Closed Won,Growth
39600,BPO Program,,672:28:36,46,48,2/28/2025 13:11,Referral Partner,,,74:18:08,,,Sales Pipeline,31934084477,Commit,Offline Sources,Associated_712816c0,Deal_86a875eb,,0,66000,,,0.6,Associated_712816c0,FALSE,,,2/19/2025 10:50,,,FALSE,39600,FALSE,,Deal_8dc8509b,66000,,66000,,1,,1/13/2025 10:24,,,2/20/2025 13:24,,Negotiation,New
10000,Leadership training,,,149,10,6/12/2025 10:10,Event,,,,,,Sales Pipeline,31930752356,Pipeline,Offline Sources,Associated_2e05a403,Deal_3d3dc242,,0,50000,,,0.2,Associated_2e05a403,FALSE,,,1/8/2025 13:15,,,FALSE,10000,FALSE,,Deal_b6d3cc22,50000,,50000,,1,,1/13/2025 9:13,,,2/12/2025 11:48,,Opportunity,New
6000,Leadership training,,,149,5,6/8/2025 12:56,Event,,,24:30:45,,,Sales Pipeline,31735800916,Pipeline,Offline Sources,Associated_5d1508dd,Deal_3d3dc242,,0,30000,,,0.2,Associated_5d1508dd,FALSE,,,1/7/2025 14:11,,,FALSE,6000,FALSE,,Deal_58dc7187,30000,,30000,,1,,1/9/2025 11:57,,,2/3/2025 12:53,,Opportunity,New
36000,2026 RENEWALS,,,356,42,12/31/2025 7:14,Other,,,,,,Sales Pipeline,31711896177,Not forecasted,Offline Sources,Associated_7059f1f6,Deal_3cf008ff,,0,45000,,,0.8,Associated_7059f1f6,FALSE,,,2/20/2025 10:25,,,FALSE,36000,FALSE,,Deal_13fe5fc9,45000,,45000,,1,,1/8/2025 14:36,,,2/20/2025 10:25,,Renewals ,Renewal
72000,"Signed a 3 year deal, 2 + 1 year option",,,538,38,6/30/2026 15:42,Other,,,,,,Sales Pipeline,31660157212,Best case,Offline Sources,Associated_3131dcee,Deal_90c2529c,,0,90000,,,0.8,Associated_3131dcee,FALSE,,,2/14/2025 9:00,,,FALSE,72000,FALSE,,Deal_773edb2c,90000,,90000,,1,,1/7/2025 15:45,,,2/14/2025 9:00,,Renewals ,Renewal
6540,Moving from regular plan to Silver plan due to usa...,,,143,7,5/31/2025 15:27,Other,,,,,,Sales Pipeline,31660153986,Best case,Offline Sources,Associated_73370300,Deal_90c2529c,,0,32700,,,0.2,Associated_73370300,FALSE,,,2/17/2025 12:00,,,FALSE,6540,FALSE,,Deal_e1f3bf77,32700,,32700,,1,,1/7/2025 15:26,,,2/17/2025 12:03,,Opportunity,Growth
5000,Deal is for Full-Time Implementation Resource and ...,,,22,,1/29/2025 16:44,SymTrain EE name,,,,,,Sales Pipeline,31622911152,Closed won,Organic Search,Associated_daef39a4,Deal_3d3dc242,,1,5000,,,1,Associated_daef39a4,TRUE,,,1/17/2025 14:49,,,FALSE,5000,TRUE,,Deal_48981b94,5000,,5000,546:55:29,0,,1/6/2025 21:49,,,2/18/2025 8:31,,Closed Won,PS
72000,Door to Door sales folks for training and coaching,,,62,23,2/28/2025 16:44,SymTrain EE name,,,,,,Sales Pipeline,31094685962,Best case,Offline Sources,Associated_9ef23a44,Deal_3d3dc242,,0,144000,,,0.5,Associated_9ef23a44,FALSE,,,1/7/2025 9:15,,,FALSE,72000,FALSE,,Deal_f9ebeca8,144000,,144000,,1,,12/27/2024 16:45,,,1/29/2025 11:25,,Contract Sent,New
60000,Users and Professional Services,,,0,,12/27/2024 13:07,Other,,,,,,Sales Pipeline,31085879129,Closed won,Offline Sources,Associated_c37219b0,Deal_bb6f872e,,1,60000,,,1,Associated_c37219b0,TRUE,,,12/18/2024 11:00,,,FALSE,60000,TRUE,,Deal_d2167c24,60000,,60000,,0,,12/27/2024 13:07,,,12/27/2024 13:13,,Closed Won,New
18000,"Growth to next tier of 2,501-5,000 agents for CVS ...",,,149,17,5/22/2025 17:16,SymTrain EE name,,,,,,Sales Pipeline,30914795108,Pipeline,Offline Sources,Associated_3131dcee,Deal_90c2529c,,0,90000,,,0.2,Associated_3131dcee,FALSE,,,2/14/2025 9:00,,,FALSE,18000,FALSE,,Deal_2ca5cce7,90000,,90000,,1,,12/23/2024 16:18,,,2/14/2025 9:00,,Opportunity,Growth
7840,Renewal,,,134,53,5/1/2025 15:51,Other,,,,,,Sales Pipeline,30658873758,Pipeline,Offline Sources,Associated_059fd31c,Deal_066bf106,,0,9800,,,0.8,Associated_059fd31c,FALSE,,,2/14/2025 9:31,,,FALSE,7840,FALSE,,Deal_839d7380,9800,,9800,,1,,12/17/2024 15:52,,,2/14/2025 10:33,,Renewals ,Renewal
6000,Growth Opportunity,,,149,15,5/16/2025 15:43,Customer Referral CSM,,,,,,Sales Pipeline,30658872628,Pipeline,Offline Sources,Associated_f62b3a08,Deal_066bf106,,0,30000,,,0.2,Associated_f62b3a08,FALSE,,,2/14/2025 9:58,,,FALSE,6000,FALSE,,Deal_9bc32ceb,30000,,30000,,1,,12/17/2024 15:44,,,2/14/2025 10:59,,Opportunity,Growth
6000,Renewal,,,148,14,5/15/2025 15:40,Other,,,,,,Sales Pipeline,30658872107,Best case,Offline Sources,Associated_f62b3a08,Deal_066bf106,,0,30000,,,0.2,Associated_f62b3a08,FALSE,,,2/14/2025 9:35,,,FALSE,6000,FALSE,,Deal_cc93ff2e,30000,,30000,,1,305:43:12,12/17/2024 15:41,0:00:14,,2/14/2025 10:36,,Opportunity,Renewal
7500,70 Total Seats - 50 Paid + 20 free,,,37,31,1/24/2025 12:32,Other,,,,,,Sales Pipeline,30678155410,Best case,Offline Sources,Associated_f62b3a08,Deal_066bf106,,0,15000,,,0.5,Associated_f62b3a08,FALSE,,,2/14/2025 9:19,,,FALSE,7500,FALSE,,Deal_572ac118,15000,,15000,,1,260:47:33,12/17/2024 15:38,,,2/14/2025 10:24,,Contract Sent,Renewal
12000,Opportunity,,,149,9,5/15/2025 14:29,PAM,,,,,,Sales Pipeline,30462267311,Best case,Offline Sources,Associated_f1347334,Deal_86a875eb,,0,60000,,,0.2,Associated_f1347334,FALSE,,,12/16/2024 16:26,,,FALSE,12000,FALSE,,Deal_988a19ef,60000,,60000,,1,,12/16/2024 14:30,,,12/24/2024 8:20,,Opportunity,New
20000,Trial / Investment Opportunity,,,199,17,7/1/2025 13:00,Other,,,93:05:04,,,Sales Pipeline,30366316072,Not forecasted,Offline Sources,Associated_585764ba,Deal_066bf106,,0,100000,,,0.2,Associated_585764ba,FALSE,,,,,,FALSE,20000,FALSE,,Deal_3f03fd13,100000,,100000,,1,,12/13/2024 13:03,,,1/2/2025 11:45,,Opportunity,New
6000,Internal Coaching / Contact Centers,,,171,9,6/3/2025 12:55,Email campaign,,,,,,Sales Pipeline,30366315268,Not forecasted,Offline Sources,Associated_d50ebe18,Deal_066bf106,,0,30000,,,0.2,Associated_d50ebe18,FALSE,,,12/13/2024 13:35,,,FALSE,6000,FALSE,,Deal_8dc5f168,30000,,30000,,1,,12/13/2024 12:56,,,12/26/2024 1:49,,Opportunity,New
6000,Internal Coaching,,,149,5,5/12/2025 12:53,Email campaign,,,93:14:39,,,Sales Pipeline,30366314920,Not forecasted,Offline Sources,Associated_0dfb083c,Deal_066bf106,,0,30000,,,0.2,Associated_0dfb083c,FALSE,,,12/17/2024 9:28,,,FALSE,6000,FALSE,,Deal_0dfb083c,30000,,30000,,1,,12/13/2024 12:54,,,1/7/2025 13:34,,Opportunity,New
6000,Roland Digital Instruments,,,149,9,5/12/2025 12:50,Email campaign,,,,,,Sales Pipeline,30364426407,Not forecasted,Offline Sources,Associated_4ef56ad0,Deal_066bf106,,0,30000,,,0.2,Associated_4ef56ad0,FALSE,,,12/11/2024 13:59,,,FALSE,6000,FALSE,,Deal_4ef56ad0,30000,,30000,,1,,12/13/2024 12:52,,,12/25/2024 9:24,,Opportunity,New
20000,tbd,,,149,14,5/12/2025 12:36,Event,,,,,,Sales Pipeline,30366312740,Not forecasted,Offline Sources,Associated_69d59a17,Deal_066bf106,,0,100000,,,0.2,Associated_69d59a17,FALSE,,,1/30/2025 15:28,,,FALSE,20000,FALSE,,Deal_69d59a17,100000,,100000,,1,,12/13/2024 12:37,,,2/19/2025 6:41,,Opportunity,New
3600,Contact Works,,1171:27:09,53,,2/2/2025 20:40,Email campaign,,,,,,Sales Pipeline,30181727847,Closed won,Offline Sources,Associated_ef999322,Deal_17defa5f,,1,3600,,,1,Associated_ef999322,TRUE,,,2/11/2025 17:00,,,FALSE,3600,TRUE,,Deal_1460fa25,3600,,3600,99:49:48,0,,12/11/2024 16:45,,,2/20/2025 15:29,4:37:59,Closed Won,New
4200,In Trial,,,273,30,9/11/2025 16:34,Other,,,,,,Sales Pipeline,30188807349,Commit,Offline Sources,Associated_eed97016,Deal_17defa5f,,0,6000,,,0.7,Associated_eed97016,FALSE,,,12/18/2024 17:00,,,FALSE,4200,FALSE,,Deal_eed97016,6000,,6000,,1,,12/11/2024 16:36,,,1/14/2025 13:29,,In Trial - Trial in Progress,New
4500,60 syms for Richemont,,,68,,2/12/2025 9:16,Other,,,95:12:38,,,Sales Pipeline,29909537170,Closed won,Direct Traffic,Associated_1bb3381b,Deal_3d3dc242,,1,4500,,,1,Associated_1bb3381b,TRUE,,,2/12/2025 11:45,,,FALSE,4500,TRUE,,Deal_a810a3a3,4500,,4500,1557:20:11,0,,12/5/2024 12:43,,,2/12/2025 11:57,,Closed Won,PS
5000,SSO Implementation,,,68,,2/12/2025 9:16,Other,,,95:13:30,,,Sales Pipeline,29903516742,Closed won,Direct Traffic,Associated_1bb3381b,Deal_3d3dc242,,1,5000,,,1,Associated_1bb3381b,TRUE,,,2/12/2025 11:45,,,FALSE,5000,TRUE,,Deal_91f100d6,5000,,5000,1557:20:11,0,,12/5/2024 12:42,,,2/12/2025 11:57,,Closed Won,PS
30000,"100 agents, training and coaching",,,68,,2/12/2025 9:16,PAM,,,0:00:30,,,Sales Pipeline,29909536831,Closed won,Direct Traffic,Associated_1bb3381b,Deal_3d3dc242,,1,30000,,,1,Associated_1bb3381b,TRUE,,,2/12/2025 11:45,,,FALSE,30000,TRUE,,Deal_1bb3381b,30000,,30000,1652:34:43,0,,12/5/2024 12:41,,,2/12/2025 11:57,,Closed Won,New
0,BPO,,1585:30:04,70,,2/13/2025 13:25,Other,,,115:01:42,,,Sales Pipeline,29874514335,Not forecasted,Offline Sources,Associated_3f08c810,Deal_86a875eb,,1,55000,,,0,Associated_3f08c810,FALSE,,,12/4/2024 11:00,,,TRUE,0,TRUE,,Deal_c7da5ef8,55000,,55000,,0,,12/4/2024 16:53,,,2/13/2025 13:26,,Closed Lost,New
6000,Waiting for NDA approval,,,132,12,4/16/2025 14:40,Event,,,,,,Sales Pipeline,29857459859,Not forecasted,Offline Sources,Associated_240f00f8,Deal_066bf106,,0,30000,,,0.2,Associated_240f00f8,FALSE,,,2/14/2025 15:00,,,FALSE,6000,FALSE,,Deal_240f00f8,30000,,30000,,1,,12/4/2024 14:41,,,2/14/2025 16:01,,Opportunity,New
0,Opportunity,,1397:59:05,58,,1/29/2025 16:54,Email campaign,,,,,,Sales Pipeline,29772670982,Not forecasted,Direct Traffic,Associated_36da2521,Deal_17defa5f,,1,6000,,,0,Associated_36da2521,FALSE,,,12/18/2024 14:00,,,TRUE,0,TRUE,,Deal_ea8c4f3a,6000,,6000,,0,,12/2/2024 10:55,,,1/29/2025 16:54,,Closed Lost,New
4500,Pilot stage,,,9,,12/11/2024 16:32,Email campaign,,,,,,Sales Pipeline,29770676800,Closed won,Offline Sources,Associated_eed97016,Deal_17defa5f,,1,4500,,,1,Associated_eed97016,TRUE,,,12/10/2024 15:00,,,FALSE,4500,TRUE,,Deal_eed97016,4500,,4500,,0,,12/2/2024 10:43,221:47:52,,12/23/2024 12:52,,Closed Won,PS
